ADESIVOS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
POS039	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	100	182 x 153	1	R$ 111,00
POS040	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	250	182 x 153	1	R$ 117,00
POS041	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	100	91 x 102	1	R$ 43,00
POS042	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	250	91 x 102	1	R$ 48,00
POS043	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	100	91 x 153	1	R$ 64,50
POS043B	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	50	91 x 153	1	R$ 33,00
POS044	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	250	91 x 153	1	R$ 72,00
POS045	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	100	182 x 102	1	R$ 86,00
POS047	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	250	182 x 102	1	R$ 85,00
POS0470	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	250	182 x 102	1	R$ 76,00
POS048	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	100	182 x 153	1	R$ 129,00
POS049	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	250	182 x 153	1	R$ 144,00
POS0500	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	50	182 x 102	1	R$ 36,00
POS0501	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	50	182 x 102	1	R$ 38,00
POS0504	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	50	182 x 102	1	R$ 44,00
2600	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	1000	91 x 102	2	R$ 120,00
2601	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	1000	91 x 153	2	R$ 180,00
2602	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	1000	182 x 102	2	R$ 240,00
2603	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	1000	182 x 153	2	R$ 359,00
2700	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	500	91 x 102	2	R$ 86,00
2701	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	500	91 x 153	2	R$ 129,00
2702	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	500	182 x 102	2	R$ 172,00
2703	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAM FOSCA - 4X4	500	182 x 153	2	R$ 258,00
PHF11	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	1000	91 x 102	4	R$ 341,00
PHF15	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	500	91 x 102	5	R$ 307,00
PHF21	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	1000	91 x 153	4	R$ 500,50
PHF25	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	500	91 x 153	5	R$ 449,50
PHF31	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	1000	182 x 102	4	R$ 659,00
PHF35	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	500	182 x 102	5	R$ 592,00
PHF41	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	1000	182 x 153	4	R$ 979,00
PHF45	COUCHÊ FOSCO E HOT STAMPING - 300g - LAM FOSCA E HOT STAMPING - 4X4	500	182 x 153	5	R$ 877,00
2400	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCAL - 4X4	1000	91 x 102	2	R$ 138,00
2401	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCAL - 4X4	1000	91 x 153	2	R$ 207,00
2402	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCAL - 4X4	1000	182 x 102	2	R$ 276,00
2403	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCAL - 4X4	1000	182 x 153	2	R$ 414,00
2405	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCAL - 4X4	500	182 x 153	3	R$ 326,50
2406	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCAL - 4X4	500	91 x 102	3	R$ 109,00
2407	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCAL - 4X4	500	91 x 153	3	R$ 163,50
2408	COUCHÊ LAM. FOSCO E V.L. FR-VR - 300g - LAM FOSCA E VERNIZ LOCAL - 4X4	500	182 x 102	3	R$ 218,00
PLFVLF1	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X0	500	91 x 102	3	R$ 46,00
PLFVLF10	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X0	1000	91 x 153	2	R$ 126,00
PLFVLF11	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X1	1000	91 x 153	2	R$ 141,00
PLFVLF12	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X4	1000	91 x 153	2	R$ 147,00
PLFVLF13	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X0	500	182 x 102	3	R$ 92,00
PLFVLF14	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X1	500	182 x 102	3	R$ 96,00
PLFVLF15	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X4	500	182 x 102	3	R$ 100,00
PLFVLF16	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X0	1000	182 x 102	2	R$ 168,00
PLFVLF17	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X1	1000	182 x 102	2	R$ 188,00
PLFVLF18	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X4	1000	182 x 102	2	R$ 196,00
PLFVLF2	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X1	500	91 x 102	3	R$ 48,00
PLFVLF3	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X4	500	91 x 102	3	R$ 50,00
PLFVLF4	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X0	1000	91 x 102	2	R$ 84,00
PLFVLF5	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X1	1000	91 x 102	2	R$ 94,00
PLFVLF6	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X4	1000	91 x 102	2	R$ 98,00
PLFVLF7	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X0	500	91 x 153	3	R$ 69,00
PLFVLF8	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X1	500	91 x 153	3	R$ 72,00
PLFVLF9	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X4	500	91 x 153	3	R$ 75,00
PVLF1	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X0	1000	182 x 153	2	R$ 252,00
PVLF1A	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X0	500	182 x 153	3	R$ 138,00
PVLF2	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X4	1000	182 x 153	2	R$ 294,00
PVLF2B	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X1	500	182 x 153	3	R$ 143,00
PVLF2C	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X1	1000	182 x 153	2	R$ 282,00
PVLF2D	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA FRENTE E VERNIZ LOCAL FRENTE - 4X4	500	182 x 153	3	R$ 150,00
SV2100	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	1000	91 x 102	2	R$ 58,00
SV2100A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	1000	91 x 102	2	R$ 58,00
SV2101	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	1000	91 x 153	2	R$ 87,00
SV2101A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	1000	91 x 153	2	R$ 87,00
SV2102	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	1000	182 x 102	2	R$ 115,50
SV2102A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	1000	182 x 102	2	R$ 115,50
SV2103	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	1000	182 x 153	2	R$ 173,00
SV2103A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	1000	182 x 153	2	R$ 173,00
SV2200	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	500	91 x 102	2	R$ 46,00
SV2201	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	500	91 x 153	2	R$ 69,00
SV2202	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	500	182 x 102	2	R$ 92,00
SV2203	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X1	500	182 x 153	2	R$ 139,00
SV2210	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	500	91 x 102	2	R$ 46,00
SV2211	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	500	91 x 153	2	R$ 69,00
SV2212	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	500	182 x 102	2	R$ 92,00
SV2213	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X0	500	182 x 153	2	R$ 139,00
SV2300	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	1000	91 x 102	2	R$ 86,00
SV2300A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	500	91 x 102	2	R$ 65,00
SV2301	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	1000	91 x 153	2	R$ 128,00
SV2301A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	500	91 x 153	2	R$ 97,00
SV2302	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	1000	182 x 102	2	R$ 142,00
SV2302A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	500	182 x 102	2	R$ 129,00
SV2303	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	1000	182 x 153	2	R$ 256,00
SV2303A	COUCHÊ SEM VERNIZ - 300g - SEM VERNIZ - 4X4	500	182 x 153	2	R$ 194,00
2100	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	1000	91 x 102	1	R$ 77,00
2100A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	1000	91 x 102	1	R$ 59,50
2101	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	1000	91 x 153	1	R$ 89,30
2101A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	1000	91 x 153	1	R$ 76,50
2102	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	1000	182 x 102	1	R$ 135,00
2102A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	1000	182 x 102	1	R$ 110,00
2103	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	1000	182 x 153	1	R$ 210,00
2103A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	1000	182 x 153	1	R$ 198,00
2200	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	500	91 x 102	1	R$ 49,00
2201	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	500	91 x 153	1	R$ 74,90
2202	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	500	182 x 102	1	R$ 93,00
2203	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X1	500	182 x 153	1	R$ 145,00
2210	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	500	91 x 102	1	R$ 44,00
2211	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	500	91 x 153	1	R$ 66,00
2212	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	500	182 x 102	1	R$ 88,00
2213	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X0	500	182 x 153	1	R$ 132,00
2300	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	1000	91 x 102	1	R$ 81,50
2300A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	500	91 x 102	1	R$ 61,50
2301	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	1000	91 x 153	1	R$ 122,00
2301A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	500	91 x 153	1	R$ 92,50
2302	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	1000	182 x 102	1	R$ 148,00
2302A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	500	182 x 102	1	R$ 123,00
2303	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	1000	182 x 153	1	R$ 244,00
2303A	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FRENTE - 4X4	500	182 x 153	1	R$ 185,00
PVFV11	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	1000	91 x 102	3	R$ 86,00
PVFV15	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	500	91 x 102	5	R$ 68,00
PVFV21	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	1000	91 x 153	5	R$ 128,50
PVFV25	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	500	91 x 153	5	R$ 102,50
PVFV31	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	1000	182 x 102	3	R$ 171,50
PVFV35	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	500	182 x 102	5	R$ 136,50
PVFV41	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	1000	182 x 153	3	R$ 257,50
PVFV45	COUCHÊ COM VERNIZ TOTAL FV - 300g - VERNIZ UV TOTAL FRENTE E VERSO - 4X4	500	182 x 153	5	R$ 204,50
PDSV1	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X0	500	91 x 102	2	R$ 35,00
PDSV10	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X1	1000	91 x 153	2	R$ 70,50
PDSV11	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X4	500	91 x 153	2	R$ 64,50
PDSV12	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X4	1000	91 x 153	2	R$ 79,00
PDSV13	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X0	500	182 x 102	2	R$ 70,00
PDSV14	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X0	1000	182 x 102	2	R$ 90,00
PDSV15	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X1	500	182 x 102	2	R$ 74,00
PDSV16	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X1	1000	182 x 102	2	R$ 94,00
PDSV17	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X4	500	182 x 102	2	R$ 86,00
PDSV18	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X4	1000	182 x 102	2	R$ 114,00
PDSV19	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X0	500	182 x 153	2	R$ 105,00
PDSV2	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X0	1000	91 x 102	2	R$ 45,00
PDSV20	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X0	1000	182 x 153	2	R$ 135,00
PDSV21	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X1	500	182 x 153	2	R$ 111,00
PDSV22	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X1	1000	182 x 153	2	R$ 141,00
PDSV23	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X4	500	182 x 153	2	R$ 129,00
PDSV24	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X4	1000	182 x 153	2	R$ 171,00
PDSV3	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X1	500	91 x 102	2	R$ 37,00
PDSV4	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X1	1000	91 x 102	2	R$ 47,00
PDSV5	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X4	500	91 x 102	2	R$ 43,00
PDSV6	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X4	1000	91 x 102	2	R$ 57,00
PDSV7	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X0	500	91 x 153	2	R$ 52,50
PDSV8	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X0	1000	91 x 153	2	R$ 67,50
PDSV9	DUO DESIGN SEM VERNIZ - 250g - SEM VERNIZ - 4X1	500	91 x 153	2	R$ 55,50
PDD1	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X0	500	91 x 102	3	R$ 37,80
PDD10	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X1	1000	91 x 102	2	R$ 67,80
PDD11	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X1	500	91 x 153	3	R$ 59,70
PDD12	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X1	1000	91 x 153	2	R$ 101,70
PDD13	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X1	500	182 x 102	3	R$ 79,60
PDD14	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X1	1000	182 x 102	2	R$ 135,60
PDD15	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X1	500	182 x 153	3	R$ 119,40
PDD16	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X1	1000	182 x 153	2	R$ 203,40
PDD17	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X4	500	91 x 102	3	R$ 45,80
PDD18	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X4	1000	91 x 102	2	R$ 69,80
PDD19	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X4	500	91 x 153	3	R$ 68,70
PDD2	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X0	1000	91 x 102	2	R$ 65,80
PDD20	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X4	1000	91 x 153	2	R$ 104,70
PDD21	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X4	500	182 x 102	3	R$ 91,60
PDD22	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X4	1000	182 x 102	2	R$ 139,60
PDD23	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X4	500	182 x 153	3	R$ 137,40
PDD24	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X4	1000	182 x 153	2	R$ 209,40
PDD3	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X0	500	91 x 153	3	R$ 56,70
PDD4	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X0	1000	91 x 153	2	R$ 98,70
PDD5	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X0	500	182 x 102	3	R$ 75,60
PDD6	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X0	1000	182 x 102	2	R$ 131,60
PDD7	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X0	500	182 x 153	3	R$ 113,40
PDD8	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X0	1000	182 x 153	2	R$ 197,40
PDD9	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FRENTE - 4X1	500	91 x 102	3	R$ 39,80
PG140100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	100	91 x 102	1	R$ 56,00
PG140250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	250	91 x 102	1	R$ 130,00
PG14050	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	50	91 x 102	1	R$ 32,00
PG141100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	100	91 x 102	1	R$ 65,00
PG141250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	250	91 x 102	1	R$ 155,00
PG14150	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	50	91 x 102	1	R$ 37,00
PG144100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	100	91 x 102	1	R$ 68,00
PG144250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	250	91 x 102	1	R$ 159,00
PG14450	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	50	91 x 102	1	R$ 39,00
PG240100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	100	91 x 153	1	R$ 78,00
PG240250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	250	91 x 153	1	R$ 235,00
PG24050	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	50	91 x 153	1	R$ 39,00
PG241100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	100	91 x 153	1	R$ 90,00
PG241250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	250	91 x 153	1	R$ 175,00
PG24150	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	50	91 x 153	1	R$ 45,00
PG244100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	100	91 x 153	1	R$ 95,00
PG244250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	250	91 x 153	1	R$ 180,00
PG24450	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	50	91 x 153	1	R$ 48,00
PG340100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	100	182 x 102	1	R$ 115,00
PG340250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	250	182 x 102	1	R$ 335,00
PG34050	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	50	182 x 102	1	R$ 64,00
PG341100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	100	182 x 102	1	R$ 140,00
PG341250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	250	182 x 102	1	R$ 235,00
PG34150	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	50	182 x 102	1	R$ 75,00
PG344100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	100	182 x 102	1	R$ 145,00
PG344250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	250	182 x 102	1	R$ 240,00
PG34450	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	50	182 x 102	1	R$ 77,00
PG440100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	100	182 x 153	1	R$ 190,00
PG440250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	250	182 x 153	1	R$ 385,00
PG44050	GOLD MASTER - 300g - GOLD MASTER 300G - 4X0	50	182 x 153	1	R$ 99,00
PG441100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	100	182 x 153	1	R$ 230,00
PG441250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	250	182 x 153	1	R$ 480,00
PG44150	GOLD MASTER - 300g - GOLD MASTER 300G - 4X1	50	182 x 153	1	R$ 120,00
PG444100	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	100	182 x 153	1	R$ 235,00
PG444250	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	250	182 x 153	1	R$ 489,00
PG44450	GOLD MASTER - 300g - GOLD MASTER 300G - 4X4	50	182 x 153	1	R$ 125,00
PM140100	METALIZADO - 250g - METALIZADO 250G - 4X0	100	91 x 102	1	R$ 56,00
PM140250	METALIZADO - 250g - METALIZADO 250G - 4X0	250	91 x 102	1	R$ 130,00
PM14050	METALIZADO - 250g - METALIZADO 250G - 4X0	50	91 x 102	1	R$ 32,00
PM141100	METALIZADO - 250g - METALIZADO 250G - 4X1	100	91 x 102	1	R$ 65,00
PM141250	METALIZADO - 250g - METALIZADO 250G - 4X1	250	91 x 102	1	R$ 155,00
PM14150	METALIZADO - 250g - METALIZADO 250G - 4X1	50	91 x 102	1	R$ 38,00
PM144100	METALIZADO - 250g - METALIZADO 250G - 4X4	100	91 x 102	1	R$ 68,00
PM144250	METALIZADO - 250g - METALIZADO 250G - 4X4	250	91 x 102	1	R$ 159,00
PM14450	METALIZADO - 250g - METALIZADO 250G - 4X4	50	91 x 102	1	R$ 39,00
