ADESIVOS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
PR4010F	RECICLATO - 90g - 300X420MM - 4X0	10000	300 x 420	5	R$ 2.799,00
PR4151	RECICLATO - 90g - 300X420MM - 4X1	1000	300 x 420	6	R$ 484,00
PR4151A	RECICLATO - 90g - 300X420MM - 4X1	2500	300 x 420	6	R$ 835,00
PR4151B	RECICLATO - 90g - 300X420MM - 4X1	5000	300 x 420	6	R$ 1.550,00
PR4151F	RECICLATO - 90g - 300X420MM - 4X1	10000	300 x 420	5	R$ 2.850,00
PR4451	RECICLATO - 90g - 300X420MM - 4X4	1000	300 x 420	6	R$ 528,00
PR4451A	RECICLATO - 90g - 300X420MM - 4X4	2500	300 x 420	6	R$ 1.029,00
PR4451B	RECICLATO - 90g - 300X420MM - 4X4	5000	300 x 420	6	R$ 1.900,00
PR4451F	RECICLATO - 90g - 300X420MM - 4X4	10000	300 x 420	5	R$ 2.950,00
PASTAS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
10206	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL F - 4X0	1000	455 x 357	3	R$ 890,00
10208	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL F - 4X0	500	455 x 357	5	R$ 720,00
10205	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL F - 4X0	1000	455 x 357	3	R$ 710,00
10207	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL F - 4X0	500	455 x 357	5	R$ 570,00
PCVI1000	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X0	1000	455 x 357	3	R$ 710,00
PCVI500	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X0	500	455 x 357	5	R$ 570,00
C10206	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	1000	455 x 357	3	R$ 1.130,00
C10208	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	500	455 x 357	3	R$ 878,50
PBE2501	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	500	510 x 364	4	R$ 690,00
PBE2502	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	1000	510 x 364	3	R$ 895,00
PBE001	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	500	459 x 455	4	R$ 780,00
PBE002	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	1000	459 x 455	4	R$ 980,00
C10205	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	1000	455 x 357	2	R$ 842,00
C10207	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	500	455 x 357	2	R$ 647,00
CPCVI1000	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	1000	455 x 357	2	R$ 842,00
CPCVI500	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	500	455 x 357	2	R$ 647,50
PD06	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	5	470 x 320	1	R$ 29,50
PD07	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	10	470 x 320	1	R$ 58,00
PD08	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	25	470 x 320	1	R$ 142,50
PD09	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	50	470 x 320	2	R$ 278,00
PD10	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	100	470 x 320	2	R$ 375,00
PD16	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	5	470 x 320	1	R$ 32,00
PD17	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	10	470 x 320	1	R$ 61,50
PD18	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	25	470 x 320	1	R$ 151,50
PD19	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	50	470 x 320	2	R$ 296,50
PD20	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	100	470 x 320	2	R$ 375,00
PD01	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	5	470 x 320	1	R$ 23,50
PD02	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	10	470 x 320	1	R$ 47,00
PD03	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	25	470 x 320	1	R$ 115,00
PD04	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	50	470 x 320	2	R$ 227,00
PD05	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	100	470 x 320	2	R$ 325,00
PD11	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	5	470 x 320	1	R$ 24,00
PD12	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	10	470 x 320	1	R$ 47,00
PD13	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	25	470 x 320	1	R$ 116,50
PD14	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	50	470 x 320	2	R$ 230,00
PD15	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	100	470 x 320	2	R$ 325,00
PDVB01	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	5	470 x 320	1	R$ 23,50
PDVB02	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	10	470 x 320	1	R$ 47,00
PDVB03	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	25	470 x 320	1	R$ 115,00
PDVB04	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	50	470 x 320	2	R$ 227,00
PDVB5	COUCHÊ BRILHO - 275g - LAMINAÇÃO BRILHO - 4X0	100	470 x 320	2	R$ 325,00
PDVF01	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	5	470 x 320	1	R$ 24,00
PDVF03	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	25	470 x 320	1	R$ 116,50
PDVF04	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	50	470 x 320	2	R$ 230,00
PDVF2	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	10	470 x 320	1	R$ 47,50
PDVF5	COUCHÊ BRILHO - 275g - LAMINAÇÃO FOSCA - 4X0	100	470 x 320	2	R$ 325,00
10220	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA E VERNIZ LOCAL FR - 4X0	1000	455 x 357	4	R$ 1.655,00
10222	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA E VERNIZ LOCAL FR - 4X0	500	455 x 357	4	R$ 970,00
10216	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAMINAÇÃO FOSCA FRENTE - 4X0	1000	455 x 357	4	R$ 1.512,00
10218	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAMINAÇÃO FOSCA FRENTE - 4X0	500	455 x 357	4	R$ 828,00
10201	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	1000	455 x 357	3	R$ 1.311,00
10204	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	500	455 x 357	3	R$ 986,00
R001	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	500	510 x 364	2	R$ 890,00
R002	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	1000	510 x 364	2	R$ 1.252,00
PBE006	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	500	459 x 455	4	R$ 975,00
PBE007	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	1000	459 x 455	4	R$ 1.350,00
PLVL07	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA VERNIZ LOCAL FR - 4X0	500	455 x 357	2	R$ 835,00
PLVL10	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA VERNIZ LOCAL FR - 4X0	1000	455 x 357	2	R$ 1.499,00
10215	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAMINAÇÃO FOSCA FRENTE - 4X0	1000	455 x 357	3	R$ 1.501,50
10217	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAMINAÇÃO FOSCA FRENTE - 4X0	500	455 x 357	3	R$ 1.171,00
10200	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	1000	455 x 357	2	R$ 1.057,00
10203	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	500	455 x 357	2	R$ 811,00
PLVL01	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA VERNIZ LOCAL FR - 4X0	1000	455 x 357	2	R$ 1.499,90
PLVL04	COUCHE LAM. FOSCO E V.L. FRENTE - 300g - LAM FOSCA VERNIZ LOCAL FR - 4X0	500	455 x 357	2	R$ 835,00
PCVF1000	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAMINAÇÃO FOSCA FRENTE - 4X0	1000	455 x 357	3	R$ 1.485,00
PCVF500	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAMINAÇÃO FOSCA FRENTE - 4X0	500	455 x 357	3	R$ 820,00
PCV1000	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	1000	455 x 357	2	R$ 1.057,00
PCV500	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	500	455 x 357	2	R$ 783,00
PDD001	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FR - 4X0	500	455 x 357	5	R$ 897,00
PDD001C	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FR - 4X0	1000	455 x 357	4	R$ 1.350,00
PDD004	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FR - 4X0	500	510 x 364	5	R$ 750,00
PDD004C	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FR - 4X0	1000	510 x 364	4	R$ 1.268,00
PBE004	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FR - 4X0	500	459 x 455	5	R$ 790,00
PBE005	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FR - 4X0	1000	459 x 455	4	R$ 990,00
PDD002	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FR - 4X0	500	455 x 357	5	R$ 672,00
PDD002C	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FR - 4X0	1000	455 x 357	4	R$ 1.125,00
PDD003	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FR - 4X0	500	455 x 357	5	R$ 672,00
PDD003C	DUO DESIGN VERNIZ LOCAL FR - 250g - VERNIZ LOCALIZADO FR - 4X0	1000	455 x 357	4	R$ 1.125,00
PMB10	METALIZADO - 250g - BOLSA COLADA - 4X0	10	470 x 320	1	R$ 55,00
PMB100	METALIZADO - 250g - BOLSA COLADA - 4X0	100	470 x 320	1	R$ 495,00
PMB25	METALIZADO - 250g - BOLSA COLADA - 4X0	25	470 x 320	1	R$ 135,00
PMB5	METALIZADO - 250g - BOLSA COLADA - 4X0	5	470 x 320	1	R$ 28,00
PMB50	METALIZADO - 250g - BOLSA COLADA - 4X0	50	470 x 320	1	R$ 277,00
PASM1	METALIZADO - 250g - ORELHA - 4X0	5	470 x 320	1	R$ 23,00
PASM2	METALIZADO - 250g - ORELHA - 4X0	10	470 x 320	1	R$ 47,50
PASM3	METALIZADO - 250g - ORELHA - 4X0	25	470 x 320	1	R$ 115,50
PASM4	METALIZADO - 250g - ORELHA - 4X0	50	470 x 320	1	R$ 227,50
PASM5	METALIZADO - 250g - ORELHA - 4X0	100	470 x 320	1	R$ 442,00
PMV10	METALIZADO - 250g - VINCO - 4X0	10	470 x 320	1	R$ 47,50
PMV100	METALIZADO - 250g - VINCO - 4X0	100	470 x 320	1	R$ 442,00
PMV25	METALIZADO - 250g - VINCO - 4X0	25	470 x 320	1	R$ 115,50
PMV5	METALIZADO - 250g - VINCO - 4X0	5	470 x 320	1	R$ 23,00
PMV50	METALIZADO - 250g - VINCO - 4X0	50	470 x 320	1	R$ 227,50
10240	RECICLATO - 250g - SEM VERNIZ - 4X0	1000	455 x 357	3	R$ 1.150,00
10242	RECICLATO - 250g - SEM VERNIZ - 4X0	500	455 x 357	3	R$ 850,00
10239	RECICLATO - 250g - SEM VERNIZ - 4X0	1000	455 x 357	2	R$ 729,00
10241	RECICLATO - 250g - SEM VERNIZ - 4X0	500	455 x 357	2	R$ 564,00
PCVR401000	RECICLATO - 250g - SEM VERNIZ - 4X0	1000	455 x 357	2	R$ 865,00
PCVR40500	RECICLATO - 250g - SEM VERNIZ - 4X0	500	455 x 357	2	R$ 664,00
PD21	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	5	470 x 320	1	R$ 29,50
PD22	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	10	470 x 320	1	R$ 58,00
PD23	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	25	470 x 320	1	R$ 142,50
PD24	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	50	470 x 320	2	R$ 278,00
PD25	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	100	470 x 320	2	R$ 549,00
PD31	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	5	470 x 320	1	R$ 32,00
PD32	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	10	470 x 320	1	R$ 61,50
PD33	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	25	470 x 320	1	R$ 151,50
PD34	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	50	470 x 320	2	R$ 296,50
PD35	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	100	470 x 320	2	R$ 568,50
PD26	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	5	470 x 320	1	R$ 23,50
PD27	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	10	470 x 320	1	R$ 47,00
PD28	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	25	470 x 320	1	R$ 115,00
PD29	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	50	470 x 320	2	R$ 227,00
PD30	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	100	470 x 320	2	R$ 441,50
PD36	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	5	470 x 320	1	R$ 24,00
PD37	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	10	470 x 320	1	R$ 47,00
PD38	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	25	470 x 320	1	R$ 116,50
PD39	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	50	470 x 320	2	R$ 230,00
PD40	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	100	470 x 320	2	R$ 454,00
PDVSB01	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	5	470 x 320	1	R$ 23,50
PDVSB02	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	10	470 x 320	1	R$ 47,00
PDVSB03	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	25	470 x 320	1	R$ 115,00
PDVSB04	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	50	470 x 320	2	R$ 227,00
PDVSB05	SUPREMO LAM - 250g - LAMINAÇÃO BRILHO - 4X0	100	470 x 320	2	R$ 441,50
PDVSF01	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	5	470 x 320	1	R$ 24,00
PDVSF02	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	10	470 x 320	1	R$ 47,00
PDVSF03	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	25	470 x 320	1	R$ 116,50
PDVSF04	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	50	470 x 320	2	R$ 230,00
PDVSF05	SUPREMO LAM - 250g - LAMINAÇÃO FOSCA - 4X0	100	470 x 320	2	R$ 454,00
PLACA DE SINALIZAÇÃO PVC					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
PLCSIN	PVC BRANCO 30G - 30g - PVC 030 - 4X0	1	150 x 300	1	R$ 2,90
PORTA COPOS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
PC2401	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	1000	91 x 102	3	R$ 73,00
PC2405	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X0	500	91 x 102	3	R$ 60,00
PC2411	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X1	1000	91 x 102	3	R$ 76,00
PC2415	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL FR - 4X1	500	91 x 102	3	R$ 62,00
PCLF1	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAMINAÇÃO FOSCA - 4X4	1000	91 x 102	2	R$ 168,00
PCLF5	COUCHÊ LAMINAÇÃO FOSCA - 300g - LAMINAÇÃO FOSCA - 4X4	500	91 x 102	3	R$ 134,00
PC3401	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	1000	91 x 102	2	R$ 139,90
PC3405	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X0	500	91 x 102	2	R$ 109,00
PC3411	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X1	1000	91 x 102	2	R$ 142,00
PC3415	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X1	500	91 x 102	2	R$ 114,90
PC3441	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X4	1000	91 x 102	2	R$ 155,00
PC3445	COUCHÊ BRILHO - 300g - VERNIZ UV TOTAL FR - 4X4	500	91 x 102	2	R$ 119,90
POSTAIS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
POSAP1	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X0	500	91 x 102	2	R$ 31,00
POSAP10	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X1	500	91 x 153	2	R$ 52,50
POSAP11	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X1	1000	91 x 153	2	R$ 61,50
POSAP12	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X1	500	182 x 102	2	R$ 70,00
POSAP13	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X1	1000	182 x 102	2	R$ 82,00
POSAP14	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X1	500	182 x 153	2	R$ 105,00
POSAP15	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X1	1000	182 x 153	2	R$ 123,00
POSAP16	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X0	1000	182 x 153	2	R$ 117,00
POSAP2	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X0	1000	91 x 102	2	R$ 39,00
POSAP3	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X0	500	91 x 153	2	R$ 46,50
POSAP4	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X0	1000	91 x 153	2	R$ 58,50
POSAP5	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X0	500	182 x 102	2	R$ 62,00
POSAP6	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X0	1000	182 x 102	2	R$ 78,00
POSAP7	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X0	500	182 x 153	2	R$ 93,00
POSAP8	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X1	500	91 x 102	2	R$ 35,00
POSAP9	ART PREMIUM VERNIZ UV TOTAL FRENTE - 250g - VERNIZ UV TOTAL FRENTE - 4X1	1000	91 x 102	2	R$ 41,00
P100044	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1000	91 x 102	1	R$ 58,00
P12550	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	500	91 x 102	1	R$ 30,00
P12551	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	500	91 x 102	1	R$ 32,00
P1500	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1500	91 x 102	1	R$ 55,00
P150041	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1500	91 x 102	1	R$ 59,00
P150044	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1500	91 x 102	1	R$ 84,00
P1510	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1500	91 x 153	1	R$ 90,66
P1530	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1500	91 x 153	1	R$ 96,63
P153044	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1500	91 x 153	1	R$ 126,00
P1540	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1500	182 x 102	1	R$ 121,82
P1541	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1500	182 x 102	1	R$ 129,71
P154144	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1500	182 x 102	1	R$ 168,00
P1550	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1500	182 x 153	1	R$ 181,82
P155044	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1500	182 x 153	1	R$ 252,00
P1551	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1500	182 x 153	1	R$ 193,71
P22550	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	500	91 x 153	1	R$ 45,00
P22551	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	500	91 x 153	1	R$ 48,00
P25041	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1000	91 x 102	1	R$ 46,00
P25050	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1000	182 x 153	1	R$ 174,00
P25051	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	500	182 x 153	1	R$ 114,00
P25052	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	500	182 x 102	1	R$ 76,00
P25053	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1000	182 x 102	1	R$ 116,00
P25054	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	1000	91 x 153	1	R$ 87,00
P25055	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	500	91 x 153	1	R$ 57,00
P250M0	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1000	182 x 153	1	R$ 129,00
P250M1	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1000	182 x 153	1	R$ 138,00
P32550	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	500	182 x 102	1	R$ 60,00
P32551	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	500	182 x 102	1	R$ 69,00
P42550	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	500	182 x 153	1	R$ 90,00
P42551	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	500	182 x 153	1	R$ 104,00
P50044	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X4	500	91 x 102	1	R$ 38,00
PC25040	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1000	91 x 102	1	R$ 43,00
PQ2500	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1000	182 x 102	1	R$ 86,00
PQ2501	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1000	182 x 102	1	R$ 92,00
PT2500	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X0	1000	91 x 153	1	R$ 64,50
PT2501	COUCHÊ BRILHO - 250g - VERNIZ UV TOTAL F - 4X1	1000	91 x 153	1	R$ 69,00
POS025	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	100	91 x 102	1	R$ 35,00
POS02550	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	50	91 x 102	1	R$ 18,00
POS02551	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	50	91 x 102	1	R$ 19,00
POS02554	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	50	91 x 102	1	R$ 22,00
POS026	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	250	91 x 102	1	R$ 38,00
POS027	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	100	91 x 153	1	R$ 52,50
POS027A	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	50	91 x 153	1	R$ 27,00
POS027B	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	50	91 x 153	1	R$ 28,50
POS028	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	250	91 x 153	1	R$ 57,00
POS029	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	100	182 x 102	1	R$ 70,00
POS031	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	100	182 x 153	1	R$ 105,00
POS031A	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	50	182 x 153	1	R$ 54,00
POS032	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X0	250	182 x 153	1	R$ 114,00
POS032A	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	50	182 x 153	1	R$ 57,00
POS033	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	100	91 x 102	1	R$ 37,00
POS033A	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X4	50	182 x 153	1	R$ 66,00
POS034	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	250	91 x 102	1	R$ 39,00
POS035	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	100	91 x 153	1	R$ 55,50
POS036	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	250	91 x 153	1	R$ 58,50
POS037	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	100	182 x 102	1	R$ 74,00
POS038	COUCHÊ BRILHO - 275g - SEM VERNIZ - 4X1	250	182 x 102	1	R$ 78,00
